C.D.S.  -  SIMBAD4 rel 1.6  -  2018.04.29CEST19:43:33

coord 05 38 55.526-69 04 26.72 (ICRS, J2000, 2000.0), radius: 10 arcmin
-----------------------------------------------------------------------

Number of objects : 3343

 #  |dist(asec)|          identifier          |typ| coord1 (ICRS,J2000/2000)  |Mag U |Mag B |Mag V |Mag R |Mag I |            spec. type             |#bib|#not
----|----------|------------------------------|---|---------------------------|------|------|------|------|------|-----------------------------------|----|----
1329|    121.61|Cl* NGC 2070 MH 623           |*iC|05 38 42.685 -69 06 07.03  |     ~|15.5  |15.20 |     ~|     ~|O8.5III/V                          |   4|   0
1330|    121.62|Cl* NGC 2070 MH 488           |*iC|05 38 42.38 -69 06 05.9    |     ~|18.19 |     ~|     ~|     ~|~                                  |   0|   0
1331|    121.62|[HSH95] 537                   |*  |05 38 44.35 -69 06 12.6    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1332|    121.62|Cl* NGC 2070 MH 656           |*iC|05 38 42.81 -69 06 07.5    |     ~|18.27 |19.08 |     ~|     ~|~                                  |   0|   0
1333|    121.63|Cl* NGC 2070 MH 745           |*iC|05 38 43.23 -69 06 09.0    |     ~|17.53 |17.61 |     ~|     ~|~                                  |   0|   0
1334|    121.65|Cl* NGC 2070 MH 330           |*iC|05 38 42.06 -69 06 04.7    |     ~|17.56 |17.73 |     ~|     ~|~                                  |   0|   0
1335|    121.69|Cl* NGC 2070 MH 571           |*iC|05 38 42.57 -69 06 06.7    |     ~|17.21 |17.41 |     ~|     ~|~                                  |   0|   0
1336|    121.71|Cl* NGC 2070 MH 231           |*iC|05 38 41.613 -69 06 02.97  |     ~|15.86 |15.98 |     ~|     ~|~                                  |   1|   0
1337|    121.73|Cl* NGC 2070 MH 287           |*iC|05 38 41.86 -69 06 04.0    |     ~|18.37 |18.31 |     ~|     ~|~                                  |   0|   0
1338|    121.73|[P93] 600                     |*  |05 38 37.6740 -69 05 42.087|     ~|15.20 |14.97 |     ~|     ~|O3/6V                              |   4|   0
1339|    121.74|Cl* NGC 2070 MH 236           |*iC|05 38 41.66 -69 06 03.2    |     ~|17.45 |17.95 |     ~|     ~|~                                  |   0|   0
1340|    121.75|VFTS 1015                     |*  |05 38 41.650 -69 06 03.17  |     ~|15.8  |15.38 |     ~|     ~|~                                  |   3|   0
1341|    121.76|Cl* NGC 2070 MH 661           |*iC|05 38 42.82 -69 06 07.7    |     ~|18.43 |19.19 |     ~|     ~|~                                  |   0|   0
1342|    121.76|Cl* NGC 2070 MH 284           |*iC|05 38 41.85 -69 06 04.0    |     ~|18.72 |     ~|     ~|     ~|~                                  |   0|   0
1343|    121.78|2MASS J05383933-6905522       |Y*O|05 38 39.337 -69 05 52.25  |     ~|     ~|     ~|     ~|     ~|~                                  |   4|   0
1344|    121.78|[RBW98] IRSW-125              |IR |05 38 39.42 -69 05 52.7    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1345|    121.79|Cl* NGC 2070 MH 224           |*iC|05 38 41.62 -69 06 03.1    |     ~|18.29 |     ~|     ~|     ~|~                                  |   0|   0
1346|    121.81|Cl* NGC 2070 MH 446           |*iC|05 38 42.29 -69 06 05.8    |     ~|18.54 |     ~|     ~|     ~|~                                  |   0|   0
1347|    121.87|Cl* NGC 2070 MH 225           |*iC|05 38 41.62 -69 06 03.2    |     ~|18.65 |18.17 |     ~|     ~|~                                  |   0|   0
1348|    121.88|[KKB2007] 30 Dor-18           |Y*?|05 38 39.300 -69 05 52.20  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1349|    121.89|Cl* NGC 2070 MH 358           |*iC|05 38 42.11 -69 06 05.2    |     ~|18.15 |18.91 |     ~|     ~|~                                  |   0|   0
1350|    121.90|Cl* NGC 2070 MH 410           |*iC|05 38 42.21 -69 06 05.6    |     ~|17.40 |17.50 |     ~|     ~|~                                  |   0|   0
1351|    121.93|Cl* NGC 2070 MH 871           |*iC|05 38 44.20 -69 06 12.5    |     ~|     ~|19.41 |     ~|     ~|~                                  |   0|   0
1352|    121.97|Cl* NGC 2070 MH 299           |*iC|05 38 41.91 -69 06 04.5    |     ~|18.12 |     ~|     ~|     ~|~                                  |   0|   0
1353|    122.00|Cl* NGC 2070 MH 617           |*iC|05 38 42.71 -69 06 07.6    |     ~|18.55 |     ~|     ~|     ~|~                                  |   0|   0
1354|    122.06|Cl* NGC 2070 MH 128           |*iC|05 38 41.07 -69 06 01.1    |     ~|17.12 |     ~|     ~|     ~|~                                  |   0|   0
1355|    122.07|Cl* NGC 2070 MH 648           |*iC|05 38 42.80 -69 06 08.0    |     ~|18.65 |19.38 |     ~|     ~|~                                  |   0|   0
1356|    122.08|Cl* NGC 2070 MH 178           |*iC|05 38 41.386 -69 06 02.49  |     ~|16.2  |16.06 |     ~|     ~|O9III/V                            |   3|   0
1357|    122.10|VFTS 395                      |*  |05 38 33.200 -69 04 51.36  |     ~|16.77 |16.95 |     ~|     ~|B1:e                               |   3|   0
1358|    122.11|Cl* NGC 2070 MH 810           |*iC|05 38 43.69 -69 06 11.1    |     ~|18.18 |18.10 |     ~|     ~|~                                  |   0|   0
1359|    122.13|Cl* NGC 2070 MH 272           |*iC|05 38 41.81 -69 06 04.3    |     ~|18.29 |     ~|     ~|     ~|~                                  |   0|   0
1360|    122.28|Cl* NGC 2070 MH 83            |*iC|05 38 40.76 -69 06 00.0    |     ~|16.95 |     ~|     ~|     ~|~                                  |   0|   0
1361|    122.30|Cl* NGC 2070 MH 668           |*iC|05 38 42.86 -69 06 08.5    |     ~|     ~|19.06 |     ~|     ~|~                                  |   0|   0
1362|    122.30|[P93] 702                     |*  |05 38 39.280 -69 05 52.69  |     ~|16.78 |16.80 |     ~|     ~|O9.5:                              |   7|   0
1363|    122.33|Cl* NGC 2070 MH 893           |*iC|05 38 44.41 -69 06 13.6    |     ~|18.86 |18.93 |     ~|     ~|~                                  |   0|   0
1364|    122.33|Cl* NGC 2070 MH 381           |*iC|05 38 42.15 -69 06 05.9    |     ~|18.02 |18.65 |     ~|     ~|~                                  |   0|   0
1365|    122.34|Cl* NGC 2070 MH 660           |*iC|05 38 42.82 -69 06 08.4    |     ~|17.79 |18.24 |     ~|     ~|~                                  |   0|   0
1366|    122.35|Cl* NGC 2070 MH 248           |*iC|05 38 41.69 -69 06 04.1    |     ~|18.21 |17.82 |     ~|     ~|~                                  |   0|   0
1367|    122.35|Cl* NGC 2070 MH 245           |*iC|05 38 41.69 -69 06 04.1    |     ~|18.21 |     ~|     ~|     ~|~                                  |   0|   0
1368|    122.37|CXOU J053842.1-690605         |X  |05 38 42.162 -69 06 05.99  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1369|    122.38|Cl* NGC 2070 MH 421           |*iC|05 38 42.24 -69 06 06.3    |     ~|16.69 |16.88 |     ~|     ~|~                                  |   0|   0
1370|    122.41|CPD-69 456L                   |*i*|05 38 46.0 -69 06 18       |     ~|     ~|12.3  |     ~|     ~|~                                  |   0|   0
1371|    122.42|Cl* NGC 2070 MH 752           |*iC|05 38 43.31 -69 06 10.2    |     ~|18.43 |18.96 |     ~|     ~|~                                  |   0|   0
1372|    122.42|Cl* NGC 2070 MH 321           |*iC|05 38 42.02 -69 06 05.5    |     ~|16.53 |16.70 |     ~|     ~|~                                  |   0|   0
1373|    122.42|Cl* NGC 2070 MH 462           |*iC|05 38 42.33 -69 06 06.7    |     ~|17.28 |17.50 |     ~|     ~|~                                  |   0|   0
1374|    122.43|CXOU J053841.5-690603         |X  |05 38 41.509 -69 06 03.45  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1375|    122.47|CXOU J053841.9-690605         |X  |05 38 42.000 -69 06 05.49  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1376|    122.52|Cl* NGC 2070 MH 80            |*iC|05 38 40.69 -69 06 00.0    |     ~|17.71 |     ~|     ~|     ~|~                                  |   0|   0
1377|    122.53|Cl* NGC 2070 SMB 95           |*iC|05 38 41.077 -69 06 01.74  |     ~|14.85 |14.68 |     ~|     ~|O6.5III/V                          |   6|   0
1378|    122.59|Cl* NGC 2070 MH 63            |*iC|05 38 40.37 -69 05 58.6    |     ~|15.97 |     ~|     ~|     ~|~                                  |   0|   0
1379|    122.67|Cl* NGC 2070 MH 616           |*iC|05 38 42.71 -69 06 08.4    |     ~|18.16 |     ~|     ~|     ~|~                                  |   0|   0
1380|    122.69|Cl* NGC 2070 MH 298           |*iC|05 38 41.91 -69 06 05.4    |     ~|18.30 |     ~|     ~|     ~|~                                  |   0|   0
1381|    122.72|Cl* NGC 2070 MH 93            |*iC|05 38 40.83 -69 06 00.9    |     ~|18.40 |     ~|     ~|     ~|~                                  |   0|   0
1382|    122.72|Cl* NGC 2070 MH 762           |*iC|05 38 43.38 -69 06 10.8    |     ~|17.46 |17.54 |     ~|     ~|~                                  |   0|   0
1383|    122.77|Cl* NGC 2070 MH 470           |*iC|05 38 42.35 -69 06 07.2    |     ~|16.90 |17.12 |     ~|     ~|~                                  |   0|   0
1384|    122.77|Dor IRS 77                    |IR |05 38 39.4 -69 05 54       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
1385|    122.78|Cl* NGC 2070 MH 495           |*iC|05 38 42.40 -69 06 07.4    |     ~|17.69 |18.12 |     ~|     ~|~                                  |   0|   0
1386|    122.78|Cl* NGC 2070 MH 277           |*iC|05 38 41.83 -69 06 05.2    |     ~|17.05 |17.32 |     ~|     ~|~                                  |   0|   0
1387|    122.88|Cl* NGC 2070 MH 598           |*iC|05 38 42.64 -69 06 08.4    |     ~|15.78 |15.91 |     ~|     ~|~                                  |   0|   0
1388|    122.89|Cl* NGC 2070 MH 177           |*iC|05 38 41.38 -69 06 03.5    |     ~|17.56 |18.04 |     ~|     ~|~                                  |   0|   0
1389|    122.90|Cl* NGC 2070 MH 879           |*iC|05 38 44.26 -69 06 13.8    |     ~|19.57 |19.54 |     ~|     ~|~                                  |   0|   0
1390|    122.92|Cl* NGC 2070 MH 217           |*iC|05 38 41.59 -69 06 04.4    |     ~|17.79 |18.20 |     ~|     ~|~                                  |   0|   0
1391|    122.94|Cl* NGC 2070 MEL 58           |*iC|05 38 32.600 -69 04 32.27  |12.123|13.084|12.916|     ~|13.727|O9.5IV                             |   9|   0
1392|    122.98|Cl* NGC 2070 MH 754           |*iC|05 38 43.32 -69 06 10.9    |     ~|16.00 |15.93 |     ~|     ~|~                                  |   0|   0
1393|    123.02|Cl* NGC 2070 MH 196           |*iC|05 38 41.51 -69 06 04.2    |     ~|18.58 |19.07 |     ~|     ~|~                                  |   0|   0
1394|    123.04|Cl* NGC 2070 MH 96            |*iC|05 38 40.85 -69 06 01.4    |     ~|17.58 |     ~|     ~|     ~|~                                  |   0|   0
1395|    123.08|Cl* NGC 2070 MH 706           |*iC|05 38 43.02 -69 06 10.0    |     ~|17.37 |17.52 |     ~|     ~|~                                  |   0|   0
1396|    123.09|Cl* NGC 2070 MH 38            |*iC|05 38 39.90 -69 05 57.0    |     ~|17.78 |     ~|     ~|     ~|~                                  |   0|   0
1397|    123.09|Cl* NGC 2070 SMB 165          |*iC|05 38 41.163 -69 06 02.83  |     ~|15.48 |15.44 |     ~|     ~|O6.5III/V                          |   3|   0
1398|    123.12|CXOU J053842.0-690606         |X  |05 38 42.049 -69 06 06.48  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1399|    123.15|Cl* NGC 2070 MH 171           |*iC|05 38 41.35 -69 06 03.7    |     ~|17.38 |17.72 |     ~|     ~|~                                  |   0|   0
1400|    123.18|Cl* NGC 2070 MH 822           |*iC|05 38 43.80 -69 06 12.7    |     ~|17.08 |17.04 |     ~|     ~|~                                  |   0|   0
1401|    123.26|Cl* NGC 2070 MEL 58b          |SB*|05 38 32.540 -69 04 32.02  |     ~|14.95 |14.75 |     ~|     ~|O9IV(n)                            |   7|   0
1402|    123.26|Cl* NGC 2070 MH 263           |*iC|05 38 41.78 -69 06 05.6    |     ~|17.76 |18.04 |     ~|     ~|~                                  |   0|   0
1403|    123.30|Cl* NGC 2070 MH 202           |*iC|05 38 41.52 -69 06 04.6    |     ~|16.69 |16.92 |     ~|     ~|~                                  |   0|   0
1404|    123.36|Cl* NGC 2070 MH 723           |*iC|05 38 43.10 -69 06 10.6    |     ~|16.83 |     ~|     ~|     ~|~                                  |   0|   0
1405|    123.50|Cl* NGC 2070 MH 525           |*iC|05 38 42.46 -69 06 08.5    |     ~|15.36 |15.43 |     ~|     ~|~                                  |   0|   0
1406|    123.55|Cl* NGC 2070 MH 415           |*iC|05 38 42.23 -69 06 07.7    |     ~|18.32 |18.78 |     ~|     ~|~                                  |   0|   0
1407|    123.58|Cl* NGC 2070 MH 124           |*iC|05 38 41.01 -69 06 02.8    |     ~|18.54 |     ~|     ~|     ~|~                                  |   0|   0
1408|    123.61|Cl* NGC 2070 MH 725           |*iC|05 38 43.10 -69 06 10.9    |     ~|16.12 |15.95 |     ~|     ~|~                                  |   0|   0
1409|    123.63|Brey 78                       |WR*|05 38 40.2960 -69 05 59.640|     ~|13.46 |     ~|     ~|     ~|O2.5If*/WN6                        |  18|   0
1410|    123.63|Cl* NGC 2070 MH 47            |*iC|05 38 40.14 -69 05 58.9    |     ~|17.05 |     ~|     ~|     ~|~                                  |   0|   0
1411|    123.63|CXOU J053843.0-690610         |X  |05 38 43.072 -69 06 10.83  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1412|    123.65|[PVL2015] 3                   |*  |05 38 42.6301 -69 06 09.297|     ~|     ~|15.508|     ~|     ~|~                                  |   1|   0
1413|    123.68|Cl* NGC 2070 MH 106           |*iC|05 38 40.91 -69 06 02.5    |     ~|17.83 |     ~|     ~|     ~|~                                  |   0|   0
1414|    123.70|Cl* NGC 2070 MH 179           |*iC|05 38 41.40 -69 06 04.6    |     ~|18.26 |18.95 |     ~|     ~|~                                  |   0|   0
1415|    123.75|Cl* NGC 2070 MH 473           |*iC|05 38 42.35 -69 06 08.4    |     ~|17.36 |17.52 |     ~|     ~|~                                  |   0|   0
1416|    123.77|Cl* NGC 2070 MH 67            |*iC|05 38 40.511 -69 06 00.82  |     ~|15.86 |     ~|     ~|     ~|~                                  |   1|   0
1417|    123.79|Cl* NGC 2070 MH 146           |*iC|05 38 41.18 -69 06 03.8    |     ~|18.95 |     ~|     ~|     ~|~                                  |   0|   0
1418|    123.86|Cl* NGC 2070 MH 113           |*iC|05 38 40.95 -69 06 02.9    |     ~|16.27 |     ~|     ~|     ~|~                                  |   0|   0
1419|    123.88|[GC2009] J053859.35-690628.9  |IR |05 38 59.35 -69 06 28.9    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1420|    123.89|Cl* NGC 2070 MH 59            |*iC|05 38 40.32 -69 06 00.1    |     ~|16.55 |     ~|     ~|     ~|O2If*                              |   0|   0
1421|    123.94|Cl* NGC 2070 MH 188           |*iC|05 38 41.47 -69 06 05.2    |     ~|18.75 |     ~|     ~|     ~|~                                  |   0|   0
1422|    123.95|Cl* NGC 2070 MH 57            |*iC|05 38 40.230 -69 05 59.76  |     ~|12.97 |13.0  |     ~|     ~|O3If*/WN6-A                        |  18|   1
1423|    123.96|Dor IRS 174                   |IR |05 39 06.1 -69 06 17       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
1424|    123.96|Cl* NGC 2070 MH 853           |*iC|05 38 43.99 -69 06 14.2    |     ~|19.62 |19.67 |     ~|     ~|~                                  |   0|   0
1425|    123.98|Cl* NGC 2070 SMB 191          |*iC|05 38 43.0737 -69 06 11.255|     ~|14.40 |     ~|     ~|     ~|O2-4.5                             |  11|   0
1426|    124.03|[HSH95] 38                    |** |05 38 42.0996 -69 06 07.795|     ~|     ~|     ~|     ~|     ~|O3V+O6V                            |  21|   0
1427|    124.05|Cl* NGC 2070 MH 85            |*iC|05 38 40.78 -69 06 02.4    |     ~|16.50 |     ~|     ~|     ~|~                                  |   0|   0
1428|    124.06|Cl* NGC 2070 MH 320           |*iC|05 38 42.016 -69 06 07.51  |     ~|14.56 |14.34 |     ~|     ~|~                                  |   5|   0
1429|    124.09|Cl* NGC 2070 MH 126           |*iC|05 38 41.02 -69 06 03.5    |     ~|18.44 |     ~|     ~|     ~|~                                  |   0|   0
1430|    124.10|Cl* NGC 2070 MH 163           |*iC|05 38 41.30 -69 06 04.7    |     ~|18.56 |     ~|     ~|     ~|~                                  |   0|   0
1431|    124.16|Cl* NGC 2070 MH 568           |*iC|05 38 42.57 -69 06 09.7    |     ~|18.21 |18.20 |     ~|     ~|~                                  |   0|   0
1432|    124.19|Cl* NGC 2070 MH 809           |*iC|05 38 43.68 -69 06 13.5    |     ~|19.02 |     ~|     ~|     ~|~                                  |   0|   0
1433|    124.22|Cl* NGC 2070 MH 91            |*iC|05 38 40.82 -69 06 02.8    |     ~|17.53 |     ~|     ~|     ~|~                                  |   0|   0
1434|    124.23|CPD-69 456M                   |*i*|05 38 46.0 -69 06 20       |     ~|     ~|12.3  |     ~|     ~|~                                  |   0|   0
1435|    124.27|Cl* NGC 2070 MH 366           |*iC|05 38 42.13 -69 06 08.2    |     ~|17.85 |17.62 |     ~|     ~|~                                  |   0|   0
1436|    124.27|Cl* NGC 2070 MH 246           |*iC|05 38 41.69 -69 06 06.5    |     ~|18.52 |19.46 |     ~|     ~|~                                  |   0|   0
1437|    124.33|Cl* NGC 2070 MH 526           |*iC|05 38 42.46 -69 06 09.5    |     ~|16.72 |16.69 |     ~|     ~|~                                  |   0|   0
1438|    124.37|Cl* NGC 2070 MH 342           |*iC|05 38 42.07 -69 06 08.1    |     ~|17.29 |     ~|     ~|     ~|~                                  |   0|   0
1439|    124.43|Cl* NGC 2070 MH 766           |*iC|05 38 43.41 -69 06 12.9    |     ~|     ~|18.44 |     ~|     ~|~                                  |   0|   0
1440|    124.45|Cl* NGC 2070 MH 199           |*iC|05 38 41.51 -69 06 06.0    |     ~|18.71 |     ~|     ~|     ~|~                                  |   0|   0
1441|    124.45|[P93] 1273                    |*  |05 38 45.9 -69 06 20       |     ~|     ~|14.0  |     ~|     ~|~                                  |   1|   0
1442|    124.49|CXOU J053841.7-690606         |X  |05 38 41.725 -69 06 06.91  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1443|    124.50|Cl* NGC 2070 MH 306           |*iC|05 38 41.95 -69 06 07.8    |     ~|17.25 |17.28 |     ~|     ~|~                                  |   0|   0
1444|    124.52|Cl* NGC 2070 MH 426           |*iC|05 38 42.26 -69 06 09.0    |     ~|18.12 |18.40 |     ~|     ~|~                                  |   0|   0
1445|    124.56|Cl* NGC 2070 MH 869           |*iC|05 38 44.16 -69 06 15.4    |     ~|19.96 |     ~|     ~|     ~|~                                  |   0|   0
1446|    124.62|Cl* NGC 2070 MH 173           |*iC|05 38 41.36 -69 06 05.6    |     ~|19.00 |     ~|     ~|     ~|~                                  |   0|   0
1447|    124.62|CXOU J053840.2-690600         |X  |05 38 40.266 -69 06 00.82  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1448|    124.65|Cl* NGC 2070 MH 760           |*iC|05 38 43.36 -69 06 13.0    |     ~|17.26 |17.02 |     ~|     ~|~                                  |   0|   0
1449|    124.66|Cl* NGC 2070 MH 361           |*iC|05 38 42.11 -69 06 08.6    |     ~|16.82 |17.01 |     ~|     ~|~                                  |   0|   0
1450|    124.66|Cl* NGC 2070 MH 64            |*iC|05 38 40.38 -69 06 01.4    |     ~|17.67 |     ~|     ~|     ~|~                                  |   0|   0
1451|    124.69|Cl* NGC 2070 MH 773           |*iC|05 38 43.47 -69 06 13.4    |     ~|17.55 |17.41 |     ~|     ~|~                                  |   0|   0
1452|    124.73|Cl* NGC 2070 MH 335           |*iC|05 38 42.06 -69 06 08.5    |     ~|17.69 |17.50 |     ~|     ~|~                                  |   0|   0
1453|    124.76|Cl* NGC 2070 MH 90            |*iC|05 38 40.82 -69 06 03.5    |     ~|17.64 |     ~|     ~|     ~|~                                  |   0|   0
1454|    124.80|Cl* NGC 2070 SMB 283          |Be?|05 38 40.779 -69 06 03.37  |     ~|16.33 |16.10 |     ~|     ~|B[e]?                              |   4|   0
1455|    124.82|Cl* NGC 2070 MH 110           |*iC|05 38 40.92 -69 06 04.0    |     ~|18.10 |     ~|     ~|     ~|~                                  |   0|   0
1456|    124.85|Cl* NGC 2070 MH 340           |*iC|05 38 42.091 -69 06 08.77  |     ~|15.87 |15.98 |     ~|     ~|~                                  |   1|   0
1457|    124.87|Cl* NGC 2070 MH 589           |*iC|05 38 42.61 -69 06 10.7    |     ~|17.86 |17.73 |     ~|     ~|~                                  |   0|   0
1458|    124.90|Dor IRS 118                   |IR |05 38 45.7 -69 06 20       |     ~|     ~|     ~|     ~|     ~|~                                  |   0|   0
1459|    124.93|Cl* NGC 2070 MH 639           |*iC|05 38 42.76 -69 06 11.3    |     ~|17.62 |17.77 |     ~|     ~|~                                  |   0|   0
1460|    124.95|Cl* NGC 2070 MH 151           |*iC|05 38 41.21 -69 06 05.4    |     ~|18.97 |     ~|     ~|     ~|~                                  |   0|   0
1461|    124.96|Cl* NGC 2070 MH 78            |*iC|05 38 40.67 -69 06 03.1    |     ~|16.67 |     ~|     ~|     ~|~                                  |   0|   0
1462|    124.97|Cl* NGC 2070 MH 164           |*iC|05 38 41.30 -69 06 05.8    |     ~|16.08 |     ~|     ~|     ~|~                                  |   0|   0
1463|    124.99|Cl* NGC 2070 SMB 142          |*iC|05 38 42.631 -69 06 10.91  |     ~|15.41 |15.26 |     ~|     ~|O8III/V                            |   4|   0
1464|    125.02|Cl* NGC 2070 MH 25            |*iC|05 38 39.63 -69 05 58.3    |     ~|16.09 |     ~|     ~|     ~|~                                  |   0|   0
1465|    125.03|Cl* NGC 2070 MH 510           |*iC|05 38 42.42 -69 06 10.2    |     ~|17.85 |17.96 |     ~|     ~|~                                  |   0|   0
1466|    125.05|Cl* NGC 2070 MH 172           |*iC|05 38 41.35 -69 06 06.1    |     ~|18.74 |     ~|     ~|     ~|~                                  |   0|   0
1467|    125.05|Cl* NGC 2070 MH 624           |*iC|05 38 42.72 -69 06 11.3    |     ~|16.56 |16.53 |     ~|     ~|~                                  |   0|   0
1468|    125.06|Cl* NGC 2070 MH 52            |*iC|05 38 40.18 -69 06 01.0    |     ~|16.01 |     ~|     ~|     ~|~                                  |   0|   0
1469|    125.13|OGLE LMC-ECL-21362            |EB*|05 38 33.990 -69 05 15.23  |     ~|     ~|16.322|     ~|16.198|~                                  |   1|   0
1470|    125.21|Cl* NGC 2070 MH 68            |*iC|05 38 40.53 -69 06 02.8    |     ~|18.38 |     ~|     ~|     ~|~                                  |   0|   0
1471|    125.25|Cl* NGC 2070 MH 182           |*iC|05 38 41.41 -69 06 06.6    |     ~|18.35 |     ~|     ~|     ~|~                                  |   0|   0
1472|    125.26|CXOU J053842.2-690609         |X  |05 38 42.224 -69 06 09.76  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1473|    125.29|CXOU J053842.4-690610         |X  |05 38 42.413 -69 06 10.49  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1474|    125.35|Cl* NGC 2070 MH 311           |*iC|05 38 41.99 -69 06 09.0    |     ~|18.48 |18.83 |     ~|     ~|~                                  |   0|   0
1475|    125.36|Cl* NGC 2070 MH 109           |*iC|05 38 40.92 -69 06 04.7    |     ~|17.54 |     ~|     ~|     ~|~                                  |   0|   0
1476|    125.39|Cl* NGC 2070 MH 394           |*iC|05 38 42.19 -69 06 09.8    |     ~|17.39 |17.42 |     ~|     ~|~                                  |   0|   0
1477|    125.40|Cl* NGC 2070 MH 143           |*iC|05 38 41.17 -69 06 05.8    |     ~|16.75 |     ~|     ~|     ~|~                                  |   0|   0
1478|    125.43|CXOU J053841.7-690608         |X  |05 38 41.753 -69 06 08.19  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1479|    125.45|Cl* NGC 2070 MH 37            |*iC|05 38 39.88 -69 06 00.1    |     ~|17.04 |     ~|     ~|     ~|~                                  |   0|   0
1480|    125.45|Cl* NGC 2070 MH 121           |*iC|05 38 41.01 -69 06 05.2    |     ~|18.74 |     ~|     ~|     ~|~                                  |   0|   0
1481|    125.45|Cl* NGC 2070 SMB 193          |*iC|05 38 40.848 -69 06 04.51  |     ~|15.77 |15.38 |     ~|     ~|O9.5III/V                          |   3|   0
1482|    125.47|Cl* NGC 2070 MH 49            |*iC|05 38 40.17 -69 06 01.5    |     ~|18.27 |     ~|     ~|     ~|~                                  |   0|   0
1483|    125.48|Cl* NGC 2070 MH 673           |*iC|05 38 42.89 -69 06 12.4    |     ~|17.26 |17.32 |     ~|     ~|~                                  |   0|   0
1484|    125.48|Cl* NGC 2070 MH 55            |*iC|05 38 40.21 -69 06 01.7    |     ~|18.27 |     ~|     ~|     ~|~                                  |   0|   0
1485|    125.49|2MASS J05383584-6905347       |*  |05 38 35.84 -69 05 34.8    |     ~|15.49 |15.40 |     ~|     ~|O9:V(n)                            |  11|   0
1486|    125.50|[P93] 280                     |*  |05 38 32.120 -69 04 31.83  |     ~|16.18 |16.11 |     ~|     ~|B1.5V                              |   5|   0
1487|    125.50|Cl* NGC 2070 MH 700           |*iC|05 38 43.00 -69 06 12.8    |     ~|17.82 |17.69 |     ~|     ~|~                                  |   0|   0
1488|    125.52|Cl* NGC 2070 MH 132           |*iC|05 38 41.11 -69 06 05.7    |     ~|16.45 |     ~|     ~|     ~|~                                  |   0|   0
1489|    125.55|Cl* NGC 2070 MH 786           |*iC|05 38 43.56 -69 06 14.7    |     ~|     ~|18.87 |     ~|     ~|~                                  |   0|   0
1490|    125.57|[P93] 807                     |*  |05 38 40.72 -69 06 04.1    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1491|    125.62|Cl* NGC 2070 MH 30            |*iC|05 38 39.75 -69 05 59.7    |     ~|17.68 |     ~|     ~|     ~|~                                  |   0|   0
1492|    125.62|CXOU J053843.8-690615         |X  |05 38 43.868 -69 06 15.74  |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1493|    125.64|Cl* NGC 2070 MH 56            |*iC|05 38 40.23 -69 06 02.0    |     ~|19.28 |     ~|     ~|     ~|~                                  |   0|   0
1494|    125.65|Cl* NGC 2070 MH 826           |*iC|05 38 43.81 -69 06 15.6    |     ~|     ~|19.18 |     ~|     ~|~                                  |   0|   0
1495|    125.66|Cl* NGC 2070 MH 831           |*iC|05 38 43.84 -69 06 15.7    |     ~|19.70 |     ~|     ~|     ~|~                                  |   0|   0
1496|    125.76|Cl* NGC 2070 MH 427           |*iC|05 38 42.26 -69 06 10.5    |     ~|     ~|18.67 |     ~|     ~|~                                  |   0|   0
1497|    125.76|Cl* NGC 2070 MH 667           |*iC|05 38 42.85 -69 06 12.6    |     ~|18.16 |18.13 |     ~|     ~|~                                  |   0|   0
1498|    125.78|Cl* NGC 2070 MH 175           |*iC|05 38 41.37 -69 06 07.1    |     ~|18.12 |     ~|     ~|     ~|~                                  |   0|   0
1499|    125.78|Cl* NGC 2070 MH 161           |*iC|05 38 41.27 -69 06 06.7    |     ~|17.46 |     ~|     ~|     ~|~                                  |   0|   0
1500|    125.79|VFTS 719                      |*  |05 39 00.910 -69 06 29.16  |     ~|17.08 |17.00 |     ~|     ~|B1V                                |   5|   0
1501|    125.84|[HSH95] 303                   |*  |05 38 44.24 -69 06 17.1    |     ~|     ~|     ~|     ~|     ~|~                                  |   1|   0
1502|    125.84|Cl* NGC 2070 MH 686           |*iC|05 38 42.94 -69 06 13.0    |     ~|16.95 |16.85 |     ~|     ~|~                                  |   0|   0
1503|    125.85|Cl* NGC 2070 MH 101           |*iC|05 38 40.89 -69 06 05.2    |     ~|18.38 |     ~|     ~|     ~|~                                  |   0|   0
